fea,dim
126,11
121,10
702,10
301,10
128,9
509,9
127,8
125,7
216,7
853,7
101,6
205,6
207,5
150_14,5
122,4
124,4
109_14,4
110_14,4
129,3
206,3
508,3
127_14,3
210,2
