fea,dim
101,10
205,5
509,4
853,3
110_14,3
207,2
508,2
127_14,2
206,1
210,1
702,1
150_14,1
121,0
122,0
124,0
125,0
126,0
127,0
128,0
129,0
216,0
301,0
109_14,0
