fea,dim
101,9
216,6
205,4
206,4
508,4
110_14,4
109_14,3
150_14,3
125,2
509,2
702,2
853,2
127_14,2
124,1
207,1
210,1
301,1
121,0
122,0
126,0
127,0
128,0
129,0
