fea,dim
508,3
110_14,3
127_14,3
101,2
205,2
206,2
509,2
124,1
125,1
207,1
210,1
216,1
702,1
853,1
301,1
109_14,1
150_14,1
121,0
122,0
126,0
127,0
128,0
129,0
