fea,dim
11,7
20,6
28,6
39,5
5,4
6,4
17,4
26,4
31,4
36,4
37,4
2,3
3,3
8,3
9,3
13,3
19,3
23,3
30,3
24,2
25,2
27,2
33,2
1,1
4,1
10,1
12,1
15,1
16,1
29,1
32,1
35,1
7,0
14,0
18,0
21,0
22,0
34,0
38,0
