fea,dim
device_ip,8
device_id,7
app_id,6
banner_pos,4
site_id,4
C16,2
hour,1
device_model,1
C21,1
C1,0
site_domain,0
site_category,0
app_domain,0
app_category,0
device_type,0
device_conn_type,0
C14,0
C15,0
C17,0
C18,0
C19,0
C20,0
