fea,dim
19,4
24,4
26,4
28,4
30,4
37,4
2,3
5,3
11,3
20,3
31,3
39,3
3,2
4,2
6,2
8,2
9,2
12,2
16,2
17,2
23,2
27,2
29,2
32,2
34,2
36,2
1,1
7,1
10,1
13,1
15,1
33,1
35,1
38,1
14,0
18,0
21,0
22,0
25,0
