fea,dim
31,16
39,16
24,15
6,14
15,14
37,14
8,13
12,12
16,12
19,12
20,12
36,12
38,12
4,11
5,11
14,10
18,10
21,10
27,10
28,10
32,10
25,9
30,9
2,8
10,8
17,8
23,8
35,8
1,7
26,7
3,6
13,6
33,5
9,4
11,3
22,3
34,3
7,2
29,1
