fea,dim
205,15
125,14
301,14
508,12
207,11
109_14,11
127_14,10
122,9
126,9
206,9
150_14,9
127,8
101,7
121,7
110_14,7
124,5
509,5
128,4
129,4
216,4
702,3
210,2
853,1
