fea,dim
hour,16
C1,16
banner_pos,16
site_id,16
site_domain,16
site_category,16
app_id,16
app_domain,16
app_category,16
device_id,16
device_ip,16
device_model,16
device_type,16
device_conn_type,16
C14,16
C15,16
C16,16
C17,16
C18,16
C19,16
C20,16
C21,16
