fea,dim
6,12
5,10
11,9
30,9
3,8
4,8
7,8
15,8
17,8
9,7
13,7
14,7
16,7
20,7
28,7
8,6
21,6
23,6
24,6
25,6
26,6
33,6
36,6
1,5
10,5
27,5
31,5
34,5
39,5
2,4
22,4
32,4
37,4
18,3
19,3
29,3
38,3
12,2
35,2
