fea,dim
banner_pos,9
C21,9
site_domain,8
C20,8
device_ip,7
C19,7
site_category,6
C14,6
C18,6
app_id,5
app_category,5
device_model,5
C17,5
C1,4
site_id,4
app_domain,4
device_id,4
C15,4
C16,4
device_type,3
hour,2
device_conn_type,2
