fea,dim
28,6
26,5
31,5
16,4
19,4
20,4
30,4
37,4
2,3
6,3
11,3
17,3
23,3
36,3
39,3
1,2
3,2
4,2
5,2
7,2
8,2
9,2
13,2
15,2
24,2
27,2
32,2
33,2
34,2
10,1
12,1
25,1
29,1
35,1
38,1
14,0
18,0
21,0
22,0
